comuna,link,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,valor_uf,direccion,quien_vende,corredor
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/recreo/3186934,6,1,0,350.0,100.0,12.152,"Estación Central, Recreo",paola roxana molina soto,Vende Dueño/a
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/av-las-rejas-sur-300/3510846,5,2,2,250.0,120.0,5.173,"Estación Central, Av. Las Rejas Sur 300",Gloria Tirado Diaz,Vende Dueño/a
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/pajaritosalamedaruta-68metro-las-rejas/3409982,2,1,0,106.0,70.0,3.298,"Estación Central, Pajaritos/alameda/ruta 68/metro las rejas",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/el-altarcillo/3187009,4,2,4,300.0,40.0,3.819,"Estación Central, El Altarcillo",paola roxana molina soto,Vende Dueño/a
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/pinguinos/3154203,3,1,0,200.0,160.0,3.125,"Estación Central, Pingüinos",Gestión inmobiliaria,Inmobienes.
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/francisco-collao/3156301,4,2,2,250.0,200.0,5.5,"Estación Central, Francisco Collao",Gestión inmobiliaria,Inmobienes.
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/propiedad-comercial-en-villa-las-rejas/3692255,8,4,0,338.0,131.0,5.208,"Estación Central, Propiedad Comercial en Villa Las Rejas",Corretajes Prosal Ltda.,Corretajes Prosal
Estación Central,https://chilepropiedades.cl/ver-publicacion/venta-usada/estacion-central/casa/general-velasquezjotabeche/3163035,5,2,0,625.0,250.0,13.194,"Estación Central, General Velasquez/Jotabeche",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/reinaldo-prado/3396968,3,2,0,240.0,90.0,2.51,"Huechuraba, Reinaldo Prado",Jorge Figueroa,Behouse
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/alberto-undurraga/3020800,3,2,1,115.0,84.0,4.9,"Huechuraba, Alberto Undurraga",Gustavo Alberto Muñoz Palma,G A M P. Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/condominio-santa-maria-de-huechuraba/3525252,5,3,2,315.0,131.0,7.5,"Huechuraba, Condominio Santa María de Huechuraba",Carlos Rivera Andrade,Sucasa Gestión Inmobiliaria
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/villa-los-libertadores/3646354,6,2,2,145.0,138.0,4.5,"Huechuraba, Villa los libertadores",Danitza Obligado,Vende Dueño/a
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/los-fresnos-pedro-fontovacolegios-san-francisco-boston-grace-y-pumahue/1743107,5,3,0,500.0,200.0,10.9,"Huechuraba, Los fresnos / pedro fontova/colegios: san francisco, boston, grace y pumahue.",Evaristo Lillo,Evaristo Lillo
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/guayalolen/3154636,2,1,1,162.0,65.0,2.292,"Huechuraba, Guayalolen",Gestión inmobiliaria,Inmobienes.
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/del-estero-7556/3637158,4,3,1,220.0,160.0,5.95,"Huechuraba, Del Estero 7556",david pavez,Vende Dueño/a
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/pedro-fontovapedro-fontova/3141716,3,2,0,4000.0,300.0,24.0,"Huechuraba, Pedro Fontova/Pedro Fontova",Pro Partners Propiedades,Pro Partners Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/pedro-fontovacamino-el-roble/2765368,5,5,0,430.0,171.0,10.763,"Huechuraba, Pedro fontova/camino el roble",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/los-fresnos/3503577,5,3,0,400.0,140.0,9.65,"Huechuraba, Los Fresnos",Vivaqui Propiedades,Vivaqui Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/calle-camino-del-roble-n-1790-casa-13-huechuraba/3597126,4,3,0,169.0,128.0,5.833,"Huechuraba, Calle Camino del Roble N° 1790 casa 13, Huechuraba",Vivaqui Propiedades,Vivaqui Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/av-santa-martael-sauce/3407496,3,3,0,280.0,121.0,5.52,"Huechuraba, Av santa marta/el sauce",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/camino-de-los-fresnos/2620065,4,3,2,230.0,140.0,6.55,"Huechuraba, Camino de Los Fresnos",CFPropiedades,Cf Propiedades S.P.A
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/diego-barros-arana-con-las-torres/3710307,3,2,0,63.0,78.0,3.191,"Huechuraba, Diego Barros Arana con Las Torres",Walter Kraemer,Home Solutions
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/camino-el-roblepedro-fontova-norte/3550915,4,3,0,193.0,123.0,7.47,"Huechuraba, Camino El Roble/Pedro Fontova Norte",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/pedro-fontovapedro-fontova/3594418,4,4,0,430.0,180.0,11.4,"Huechuraba, Pedro fontova/Pedro Fontova",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/casa-en-villa-valle-verde/3734301,3,2,0,90.0,66.0,2.963,"Huechuraba, Casa en Villa Valle Verde",Armacima LImitada,Armacima Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/altos-del-carmen/2729465,4,3,2,127.0,270.0,6.6,"Huechuraba, Altos del Carmen",CFPropiedades,Cf Propiedades S.P.A
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/fabian-oyanedel/3527838,4,2,0,167.0,167.0,3.53,"Huechuraba, Fabian Oyanedel",Piren Propiedades,Piren Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/los-libertadoressanta-marta/3713210,2,1,0,160.0,90.0,3.194,"Huechuraba, Los libertadores/santa marta",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/sector-san-clemente/3022707,5,3,2,550.0,165.0,9.722,"Huechuraba, Sector San Clemente",Sandra Jara C,Mundo propiedades Chile
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/camino-de-cintura-1408/3369050,3,3,1,250.0,110.0,7.3,"Huechuraba, Camino de Cintura 1408",Corredor Pro SpA.,Corredorpro Spa
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/pedro-fontova/3644192,3,3,2,184.0,140.0,6.7,"Huechuraba, Pedro Fontova",Cf Propiedades,Cf Propiedades
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/camino-el-roble-1783/3413920,4,3,2,206.0,108.0,6.25,"Huechuraba, Camino El Roble 1783",Jorge Figueroa,Behouse
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/pedro-fontova-nortesanta-marta-de-huechuraba/3688498,3,3,0,115.0,85.0,5.09,"Huechuraba, Pedro fontova norte/santa marta de huechuraba",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Huechuraba,https://chilepropiedades.cl/ver-publicacion/venta-usada/huechuraba/casa/pedro-fontova/3504926,3,3,0,240.0,122.0,5.6,"Huechuraba, pedro fontova",Vivaqui Propiedades,Vivaqui Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/sevilla-1746/1843504,4,3,0,144.0,125.0,3.993,"Independencia, Sevilla 1746",Giovanna Gutierrez,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/pintor-cicarelli/3360380,4,3,2,290.0,220.0,7.85,"Independencia, Pintor Cicarelli",Juan José Figueroa,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/grumete-bustos-658/3401225,5,3,0,85.0,170.0,2.014,"Independencia, Grumete Bustos 658",Geraldine Macarena Márquez Morales,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/conchali/2899758,3,1,0,168.0,90.0,2.778,"Independencia, Conchalí",Ferrada&Vial,Ferrada&vial Spa
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/longitudinal-seis-585/2241595,4,2,3,130.0,0.0,4.513,"Independencia, Longitudinal seis 585",Montt Propiedades ltda,Montt Propiedades ltda
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/guanacocotapos/1851413,8,3,0,298.0,0.0,7.638,"Independencia, Guanaco/Cotapos",RED Gestión Propiedades,Red Gestión Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/maruri-279/2914921,3,2,0,0.0,102.0,5.173,"Independencia, Maruri 279",María Fernanda,Invierte Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/sevilla-1211/3671754,4,1,0,100.0,100.0,2.778,"Independencia, Sevilla 1211",Eduardo GZ,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/3-norte-gamero/3128003,4,2,0,120.0,120.0,2.604,"Independencia, 3 Norte / Gamero",Maria Lorena Rodriguez Dominguez,Navacasa Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/pablo-urzuaindependencia/3380377,8,4,0,261.0,174.0,7.99,"Independencia, Pablo urzua/independencia",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/enrico-fermi/3716493,4,2,1,234.95,126.0,5.208,"Independencia, Enrico Fermi",Gisel Acuña,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/san-luis-1653/3628058,2,1,0,70.0,70.0,1.215,"Independencia, San Luis 1653",Maria Lorena Rodriguez Dominguez,Navacasa Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/davilaecheverria/2585400,6,1,0,200.0,180.0,6.875,"Independencia, Davila/Echeverria",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/pasaje-indepencia-2538/3143904,4,2,0,80.0,160.0,3.23,"Independencia, Pasaje indepencia  2538",Doris Macaya,Hestia Marketing Inmobiliario
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/blanco-fombona-2438/1640071,3,1,2,164.0,123.0,4.236,"Independencia, Blanco Fombona 2438",Saul Gutierrez,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/pasaje-echeverria-964-casa-4/3597355,2,1,0,75.0,66.0,2.257,"Independencia, Pasaje Echeverria 964, casa 4",Claudia Silva,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/entre-la-calle-tacora-y-reina-maria-catorce-la-fama/3165052,3,1,0,70.0,70.0,2.014,"Independencia, Entre la Calle Tacora y Reina Maria (Catorce La Fama)",Santa Lucia Propiedades,Santa Lucia Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/domingo-santa-mariamaruri/2599885,4,2,0,340.0,120.0,8.945,"Independencia, Domingo santa maria/maruri",RED Gestión Propiedades,Red Gestión Propiedades
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/vivaceta-metro-chacabucodomingo-santa-maria/3170592,3,1,0,198.0,68.0,5.208,"Independencia, Vivaceta/ metro chacabuco/domingo santa maria",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/gral-prieto-independencia/3512719,9,2,0,231.0,231.0,14.123,"Independencia, Gral. Prieto / independencia",Kap Propiedades,Vende Dueño/a
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/autopista-centralvivacetametro-conchali/3299081,2,1,0,170.0,70.0,2.257,"Independencia, Autopista central/vivaceta/metro conchalí",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Independencia,https://chilepropiedades.cl/ver-publicacion/venta-usada/independencia/casa/chillan-vivacetahipodromo-chile-independencia/2464390,4,2,0,252.0,134.0,5.93,"Independencia, Chillan / Vivaceta/Hipodromo Chile / Independencia",Evaristo Lillo,Evaristo Lillo
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/ossa-pasaje-los-juncos/3608476,3,3,1,67.0,0.0,4.687,"La Cisterna, Ossa /  pasaje los juncos",MARCO ANTONIO MORELLI RODRIGUEZ,Marco Morelli
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/la-cisterna/1941312,3,1,4,310.0,80.0,6.25,"La Cisterna, la cisterna",Orbital Inmobiliario,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/lo-ovalle/3140368,3,1,1,72.0,50.0,2.951,"La Cisterna, Lo ovalle",Karelys Rojas Clemente,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/trinidad-ramirezlo-espejo/3344384,5,2,0,900.0,192.0,11.458,"La Cisterna, Trinidad ramirez/lo espejo",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/la-cisterna/3134918,2,2,1,250.0,52.0,2.778,"La Cisterna, La Cisterna",Karelys Rojas Clemente,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/gran-avenida-americo-vespucio/2917082,5,2,0,435.0,270.0,9.722,"La Cisterna, Gran Avenida / Americo Vespucio",María Fernanda,Invierte Propiedades
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/av-ossa-573/2418545,6,3,4,613.0,256.0,6.597,"La Cisterna, Av. Ossa 573",Corretajes Prosal Ltda.,Corretajes Prosal
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/el-parron/2664690,3,3,3,430.0,270.0,9.687,"La Cisterna, El parrón",Paulina Arias Cisternas,Pear Propiedades
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/la-cisterna/3134866,4,1,1,72.0,0.0,2.604,"La Cisterna, La Cisterna",Karelys Rojas Clemente,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/sta-corina-567/3584014,3,2,2,160.0,99.0,4.514,"La Cisterna, Sta Corina 567",Marco Antonio Matamala Carrasco,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/gran-avenidalas-brisas/3539566,5,3,0,700.0,205.0,8.472,"La Cisterna, Gran Avenida/Las Brisas",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/echeverriavictoria/2003240,4,2,0,320.0,80.0,6.25,"La Cisterna, echeverria/victoria",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/brisas-del-maipovespucio-sur/3515201,2,1,0,293.0,90.0,4.166,"La Cisterna, Brisas del Maipo/Vespucio Sur",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/colon-8187/3302582,5,2,0,620.0,155.0,13.8,"La Cisterna, Colón 8187",DANIELA TAMARA MEDINA OSSES,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/ernesto-riquelme/3548274,3,2,3,170.0,105.0,3.298,"La Cisterna, Ernesto Riquelme",Ayelen Sepulveda Jara,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/casa-1-piso-en-poblacion-san-ramon/3167315,4,1,0,452.0,230.0,4.097,"La Cisterna, Casa 1 Piso en Población San Ramón",Corretajes Prosal Ltda.,Corretajes Prosal
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/piloto-guillaimetgran-avenida/3120568,7,4,0,0.0,180.0,5.555,"La Cisterna, Piloto guillaimet/gran avenida",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/comandante-soza/3580272,3,2,3,748.0,195.0,7.638,"La Cisterna, comandante soza",Cecilia Suarez Cavallo,Vende Dueño/a
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/livio-morraangamos/2790842,4,2,0,250.0,125.0,6.25,"La Cisterna, Livio morra/angamos",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/ramon-carvallogran-avenida-jose-miguel-carrera/3514992,3,1,0,420.0,140.0,6.597,"La Cisterna, Ramon carvallo/gran avenida jose miguel carrera",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/prof-alcaino-564/3701254,4,2,3,264.0,120.0,7.291,"La Cisterna, Prof Alcaíno 564",Aisen Pro,Aisen Pro
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/gran-avenidamanuel-fischman/3565231,3,1,0,346.0,96.0,7.465,"La Cisterna, Gran Avenida/Manuel Fischman",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/bombero-encalada/3644227,6,3,6,588.0,149.0,7.533,"La Cisterna, Bombero Encalada",Duranes Propiedades,Duranes Propiedades
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/ramon-carvallogran-avenida-jose-miguel-carrera/3331433,3,1,0,420.0,140.0,6.666,"La Cisterna, Ramon carvallo/gran avenida jose miguel carrera",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
La Cisterna,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-cisterna/casa/metro-la-cisterna-bombero-encaladagran-avenida/2934225,4,3,0,362.0,295.0,9.0,"La Cisterna, Metro La Cisterna / Bombero Encalada/Gran Avenida",Evaristo Lillo,Evaristo Lillo
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/los-olivoslos-raulies/3429516,5,4,0,300.0,140.0,7.487,"La Florida, Los Olivos/Los Raulíes",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/avenida-mexico/3723839,4,2,0,245.0,85.0,4.34,"La Florida, Avenida Mexico",Work Inmobiliario,Vende Dueño/a
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-juliabrasil/1049373,2,1,0,890.0,75.0,15.624,"La Florida, Santa Julia/Brasil",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/rojas-magallanesavda-ecuador/3380368,5,3,0,305.0,140.0,8.263,"La Florida, Rojas magallanes/avda ecuador",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/santa-liliana/3451509,3,2,2,259.0,102.0,4.75,"La Florida, Santa Liliana",VERCETTI PROPIEDADES,Vercetti Propiedades
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/portales-de-piedra-oriente/3463135,3,3,2,282.0,114.0,6.2,"La Florida, Portales de Piedra Oriente",Cristian Rivas Fuentes,Vende Dueño/a
La Florida,https://chilepropiedades.cl/ver-publicacion/venta-usada/la-florida/casa/casa-de-un-piso-a-pasos-de-estacion-metro-trinidad-la-florida/3109583,4,2,0,819.0,123.0,10.416,"La Florida, Casa de un piso a pasos de Estación metro Trinidad. La Florida",Corretajes Prosal Ltda.,Corretajes Prosal
